"Phy","introduced","native","num_introduced","total_area_introduced","total_area_native","lat_native","tribe","genus","subfamily","tribe_ncbi","fixer","abs_lat_native","woody","annual","uses_num_uses","submitted_name","matched_name","data_source_title","score","num_words","diff","RangeY","domY","efnY","n.records","sum.AM","sum.EM","AM","EM","EFN","matched_name_EFN","Domatia","Count"
"Trifolium glomeratum",1,1,12,1.41e+13,8.45e+12,39.12665103,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,39.12665103,0,0,2,"Trifolium glomeratum","Trifolium glomeratum","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,2,2,0,"Y","N",0,NA,0,4082
"Trifolium gracilentum",0,1,0,0,1.68e+13,41.60963901,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,41.60963901,0,1,0,"Trifolium gracilentum","Trifolium gracilentum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4037
"Trifolium grandiflorum",0,1,0,0,3.97e+12,39.4431087,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,39.4431087,0,1,0,"Trifolium grandiflorum","Trifolium grandiflorum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,5528
"Trifolium haydenii",0,1,0,0,1.07e+12,44.09166716,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,44.09166716,0,0,0,"Trifolium haydenii","Trifolium haydenii","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,2,2,0,"Y","N",0,NA,0,4040
"Trifolium heldreichianum",0,1,0,0,1.27e+12,41.40574038,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,41.40574038,0,0,0,"Trifolium heldreichianum","Trifolium heldreichianum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4030
"Trifolium hirtum",1,1,7,9.19e+12,8.07e+12,38.56370637,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,38.56370637,0,1,1,"Trifolium hirtum","Trifolium hirtum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4353
"Trifolium hybridum",1,1,29,4.15e+13,2.73e+13,46.91618491,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,46.91618491,0,0,3,"Trifolium hybridum","Trifolium hybridum","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,7,6,0,"Y","N",0,NA,0,4226
"Trifolium incarnatum",1,1,28,3.16e+13,5.03e+12,45.14121498,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,45.14121498,0,1,2,"Trifolium incarnatum","Trifolium incarnatum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4155
"Trifolium isthmocarpum",1,1,1,7.9e+11,3.49e+12,37.26769987,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,37.26769987,0,1,0,"Trifolium isthmocarpum","Trifolium isthmocarpum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4030
"Trifolium kingii",0,1,0,0,7.45e+11,40.51294663,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,40.51294663,0,0,0,"Trifolium kingii","Trifolium kingii","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4168
"Trifolium lanceolatum",0,1,0,0,1.52e+12,-2.87020846,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,2.87020846,0,1,0,"Trifolium lanceolatum","Trifolium lanceolatum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4377
"Trifolium lappaceum",1,1,2,5.16e+12,1.1e+13,37.74679038,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,37.74679038,0,1,2,"Trifolium lappaceum","Trifolium lappaceum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4389
"Trifolium leucanthum",1,1,1,5.39e+11,5.56e+12,40.22456707,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,40.22456707,0,1,0,"Trifolium leucanthum","Trifolium leucanthum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4066
"Trifolium ligusticum",1,1,2,2.89e+12,5.31e+12,37.05915179,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,37.05915179,0,1,0,"Trifolium ligusticum","Trifolium ligusticum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4431
"Trifolium longipes",0,1,0,0,1.34e+12,41.64647681,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,41.64647681,0,0,0,"Trifolium longipes","Trifolium longipes","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4930
"Trifolium lupinaster",0,1,0,0,2.44e+13,46.12719621,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,46.12719621,0,0,2,"Trifolium lupinaster","Trifolium lupinaster","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,8,8,0,"Y","N",0,NA,0,4033
"Trifolium masaiense",1,1,1,3.9e+11,1.18e+12,-4.73365844,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,4.73365844,0,1,0,"Trifolium masaiense","Trifolium masaiense","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4030
"Trifolium mattirolianum",0,1,0,0,1.13e+12,8.62614058,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,8.62614058,0,1,0,"Trifolium mattirolianum","Trifolium mattirolianum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4030
"Trifolium medium",1,1,4,1.22e+13,2.71e+13,49.85661054,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,49.85661054,0,0,3,"Trifolium medium","Trifolium medium","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,20,20,0,"Y","N",0,NA,0,222359
"Trifolium michelianum",1,1,1,2.28e+11,5.66e+12,39.6093914,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,39.6093914,0,1,0,"Trifolium michelianum","Trifolium michelianum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4031
"Trifolium micranthum",1,1,5,6.52e+12,1.08e+13,40.98117311,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,40.98117311,0,1,0,"Trifolium micranthum","Trifolium micranthum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4209
"Trifolium microcephalum",0,1,0,0,4.54e+12,35.28688776,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,35.28688776,0,1,0,"Trifolium microcephalum","Trifolium microcephalum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4072
"Trifolium microdon",0,1,0,0,2.53e+12,5.78407036,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,5.78407036,0,1,0,"Trifolium microdon","Trifolium microdon","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4219
"Trifolium miegeanum",0,1,0,0,4.03e+11,31.88356133,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,31.88356133,0,1,0,"Trifolium miegeanum","Trifolium miegeanum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4030
"Trifolium mucronatum",0,1,0,0,9.9e+12,31.74025305,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,31.74025305,0,0,0,"Trifolium mucronatum","Trifolium mucronatum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4135
"Trifolium nanum",0,1,0,0,1.44e+12,41.19535332,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,41.19535332,0,0,0,"Trifolium nanum","Trifolium nanum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4165
"Trifolium nigrescens",1,1,1,6.33e+11,8.93e+12,37.34547043,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,37.34547043,0,1,1,"Trifolium nigrescens","Trifolium nigrescens","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4780
"Trifolium obscurum",0,1,0,0,3.55e+12,37.51432969,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,37.51432969,0,1,0,"Trifolium obscurum","Trifolium obscurum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4112
"Trifolium oliganthum",0,1,0,0,2.07e+12,48.24415302,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,48.24415302,0,1,0,"Trifolium oliganthum","Trifolium oliganthum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4043
"Trifolium ornithopodioides",1,1,6,7.55e+12,5.42e+12,42.88993222,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,42.88993222,0,1,0,"Trifolium ornithopodioides","Trifolium ornithopodioides","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4039
"Trifolium palaestinum",0,1,0,0,3.14e+11,33.64322829,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,33.64322829,0,1,0,"Trifolium palaestinum","Trifolium palaestinum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4061
"Trifolium pallescens",0,1,0,0,3.09e+12,45.61278355,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,45.61278355,0,0,0,"Trifolium pallescens","Trifolium pallescens","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4261
"Trifolium pallidum",1,1,1,5.39e+11,5.32e+12,40.31677478,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,40.31677478,0,1,0,"Trifolium pallidum","Trifolium pallidum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,6953
"Trifolium pannonicum",1,1,1,1.95e+11,3.87e+12,44.64312613,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,44.64312613,0,0,2,"Trifolium pannonicum","Trifolium pannonicum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4054
"Trifolium parryi",0,1,0,0,1.66e+12,41.6312876,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,41.6312876,0,0,0,"Trifolium parryi","Trifolium parryi","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,2,1,0,"Y","N",0,NA,0,4108
"Trifolium patens",0,1,0,0,5.2e+12,38.09975311,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,38.09975311,0,1,0,"Trifolium patens","Trifolium patens","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,5517
"Trifolium pauciflorum",0,1,0,0,1.21e+12,36.23705117,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,36.23705117,0,1,0,"Trifolium pauciflorum","Trifolium pauciflorum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4126
"Trifolium physodes",0,1,0,0,7.91e+12,37.19378555,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,37.19378555,0,0,1,"Trifolium physodes","Trifolium physodes","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4196
"Trifolium plebeium",0,1,0,0,1.07e+12,35.0847637,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,35.0847637,0,1,0,"Trifolium plebeium","Trifolium plebeium","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4039
"Trifolium polymorphum",0,1,0,0,1.48e+13,-10.48746889,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,10.48746889,0,0,0,"Trifolium polymorphum","Trifolium polymorphum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4114
"Trifolium polyphyllum",0,1,0,0,5.45e+12,47.27798575,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",0,47.27798575,0,0,1,"Trifolium polyphyllum","Trifolium polyphyllum","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,2,2,0,"Y","N",0,NA,0,4095
"Trifolium polystachyum",0,1,0,0,8.77e+12,1.51863135,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,1.51863135,0,0,0,"Trifolium polystachyum","Trifolium polystachyum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4054
"Trifolium pratense",1,1,27,5.84e+13,3.82e+13,40.12460519,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,40.12460519,0,0,7,"Trifolium pratense","Trifolium pratense","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,44,43,0,"Y","N",0,NA,0,4528
"Trifolium pseudostriatum",0,1,0,0,3.68e+12,-3.81123699,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,3.81123699,0,1,1,"Trifolium pseudostriatum","Trifolium pseudostriatum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4030
"Trifolium quartinianum",0,1,0,0,1.37e+12,4.95311137,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,4.95311137,0,1,0,"Trifolium quartinianum","Trifolium quartinianum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4034
"Trifolium reflexum",0,1,0,0,1.9e+13,45.85925832,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,45.85925832,0,1,0,"Trifolium reflexum","Trifolium reflexum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4068
"Trifolium repens",1,1,39,6.31e+13,4.12e+13,41.5648251,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,41.5648251,0,0,8,"Trifolium repens","Trifolium repens","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,51,51,0,"Y","N",0,NA,0,6098
"Trifolium resupinatum",1,1,16,1.54e+13,1.21e+13,39.56886028,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,39.56886028,0,1,4,"Trifolium resupinatum","Trifolium resupinatum","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,1,1,0,"Y","N",0,NA,0,4034
"Trifolium retusum",1,1,2,4.04e+11,1.15e+13,43.78066088,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,43.78066088,0,1,0,"Trifolium retusum","Trifolium retusum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4053
"Trifolium rubens",0,1,0,0,3.69e+12,46.65877329,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,46.65877329,0,0,1,"Trifolium rubens","Trifolium rubens","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,19496
"Trifolium rueppellianum",1,1,4,9.16e+11,9.12e+12,6.23086329,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,6.23086329,0,0,0,"Trifolium rueppellianum","Trifolium rueppellianum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4030
"Trifolium scabrum",1,1,3,4.72e+12,1.29e+13,39.50421833,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,39.50421833,0,1,1,"Trifolium scabrum","Trifolium scabrum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4215
"Trifolium scutatum",0,1,0,0,1.62e+12,27.04405009,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,27.04405009,0,1,0,"Trifolium scutatum","Trifolium scutatum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4077
"Trifolium semipilosum",1,1,4,1.08e+13,3.07e+12,5.15251223,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,5.15251223,0,0,1,"Trifolium semipilosum","Trifolium semipilosum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4030
"Trifolium simense",0,1,0,0,9.13e+12,3.96551634,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,3.96551634,0,1,0,"Trifolium simense","Trifolium simense","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4031
"Trifolium somalense",0,1,0,0,1.13e+12,8.62614058,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,8.62614058,0,0,0,"Trifolium somalense","Trifolium somalense","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4040
"Trifolium spadiceum",0,1,0,0,2.39e+13,51.43231786,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,51.43231786,0,0,2,"Trifolium spadiceum","Trifolium spadiceum","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,4,4,0,"Y","N",0,NA,0,4038
"Trifolium spumosum",1,1,3,2.79e+12,8.72e+12,35.12159617,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,35.12159617,0,1,1,"Trifolium spumosum","Trifolium spumosum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4035
"Trifolium squamosum",1,1,3,7.87e+12,8.82e+12,39.58028659,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,39.58028659,0,1,0,"Trifolium squamosum","Trifolium squamosum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4074
"Trifolium squarrosum",1,1,2,5.99e+11,6.45e+12,37.63878603,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,37.63878603,0,1,0,"Trifolium squarrosum","Trifolium squarrosum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4132
"Trifolium stellatum",1,1,3,4.04e+12,1.06e+13,37.70347598,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,37.70347598,0,1,2,"Trifolium stellatum","Trifolium stellatum","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,1,0,0,"N","N",0,NA,0,4148
"Trifolium steudneri",1,1,1,2.67e+12,1.95e+12,5.3227679,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,5.3227679,0,1,1,"Trifolium steudneri","Trifolium steudneri","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4056
"Trifolium stoloniferum",0,1,0,0,1.06e+12,38.52351837,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,38.52351837,0,0,0,"Trifolium stoloniferum","Trifolium stoloniferum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4134
"Trifolium striatum",1,1,6,1.48e+13,1.46e+13,42.77789671,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,42.77789671,0,0,1,"Trifolium striatum","Trifolium striatum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,15522
"Trifolium strictum",1,1,1,3.58e+11,6.74e+12,41.41517701,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,41.41517701,0,1,0,"Trifolium strictum","Trifolium strictum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4244
"Trifolium subterraneum",1,1,13,1.47e+13,1.11e+13,39.58268284,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,39.58268284,0,1,2,"Trifolium subterraneum","Trifolium subterraneum","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,6,5,0,"Y","N",0,NA,0,4125
"Trifolium suffocatum",1,1,5,7.55e+12,9.74e+12,37.8802693,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,37.8802693,0,1,0,"Trifolium suffocatum","Trifolium suffocatum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4031
"Trifolium sylvaticum",1,1,1,3.58e+11,3.75e+12,39.07788928,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,39.07788928,0,1,0,"Trifolium sylvaticum","Trifolium sylvaticum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4210
"Trifolium tembense",0,1,0,0,5.24e+12,-0.42652609,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,0.42652609,0,1,0,"Trifolium tembense","Trifolium tembense","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4030
"Trifolium thalii",0,1,0,0,2.17e+12,38.77501787,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,38.77501787,0,0,0,"Trifolium thalii","Trifolium thalii","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4030
"Trifolium tomentosum",1,1,9,1.13e+13,1.5e+13,37.33372012,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,37.33372012,0,1,1,"Trifolium tomentosum","Trifolium tomentosum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4331
"Trifolium tumens",0,1,0,0,7.94e+12,44.94299804,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,44.94299804,0,0,1,"Trifolium tumens","Trifolium tumens","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4033
"Trifolium uniflorum",1,1,2,7.76e+12,2.81e+12,37.12351535,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,37.12351535,0,0,0,"Trifolium uniflorum","Trifolium uniflorum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4320
"Trifolium usambarense",1,1,2,3.06e+12,8.3e+12,2.0436644,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,2.0436644,0,1,1,"Trifolium usambarense","Trifolium usambarense","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4049
"Trifolium variegatum",0,1,0,0,1.81e+13,47.32604603,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,47.32604603,0,1,0,"Trifolium variegatum","Trifolium variegatum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4450
"Trifolium vernum",0,1,0,0,7.46e+11,-37.87141315,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,37.87141315,0,1,0,"Trifolium vernum","Trifolium vernum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4092
"Trifolium vesiculosum",1,1,3,2.47e+12,2.42e+12,40.62051752,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,40.62051752,0,1,2,"Trifolium vesiculosum","Trifolium vesiculosum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4056
"Trifolium willdenovii",0,1,0,0,1.95e+12,39.51948825,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,39.51948825,0,1,0,"Trifolium willdenovii","Trifolium willdenovii","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4044
"Trifolium wormskioldii",0,1,0,0,3.7e+12,31.84253896,"Trifolieae","Trifolium","Papilionoideae","Trifolieae",1,31.84253896,0,0,1,"Trifolium wormskioldii","Trifolium wormskioldii","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4033
"Trigonella anguina",1,1,2,3.06e+12,1.19e+13,27.69818431,"Trifolieae","Trigonella","Papilionoideae","Trifolieae",1,27.69818431,0,1,1,"Trigonella anguina","Trigonella anguina","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,2038
"Trigonella arabica",0,1,0,0,1.3e+12,30.09974272,"Trifolieae","Trigonella","Papilionoideae","Trifolieae",1,30.09974272,0,1,1,"Trigonella arabica","Trigonella arabica","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,9084
"Trigonella balansae",1,1,1,1.16e+11,3.27e+12,30.83723646,"Trifolieae","Trigonella","Papilionoideae","Trifolieae",1,30.83723646,0,1,2,"Trigonella balansae","Trigonella balansae","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,2128
"Trigonella berythea",0,1,0,0,9.26e+11,26.35781079,"Trifolieae","Trigonella","Papilionoideae","Trifolieae",1,26.35781079,0,1,0,"Trigonella berythea","Trigonella berythea","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1846
"Trigonella caelesyriaca",0,1,0,0,3.13e+12,34.38102846,"Trifolieae","Trigonella","Papilionoideae","Trifolieae",1,34.38102846,0,1,1,"Trigonella caelesyriaca","Trigonella caelesyriaca","National Center for Biotechnology Information",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1846
"Trigonella caerulea",1,0,15,4.38e+13,0,NA,"Trifolieae","Trigonella","Papilionoideae","Trifolieae",1,NA,0,1,4,"Trigonella caerulea","Trigonella caerulea","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,2755
"Trigonella calliceras",0,1,0,0,2.25e+12,37.682411,"Trifolieae","Trigonella","Papilionoideae","Trifolieae",1,37.682411,0,0,0,"Trigonella calliceras","Trigonella calliceras","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1846
"Trigonella cretica",0,1,0,0,7.62e+11,38.38409282,"Trifolieae","Trigonella","Papilionoideae","Trifolieae",1,38.38409282,0,1,0,"Trigonella cretica","Trigonella cretica","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,2314
"Trigonella cylindracea",0,1,0,0,3.79e+12,30.39130692,"Trifolieae","Trigonella","Papilionoideae","Trifolieae",1,30.39130692,0,1,0,"Trigonella cylindracea","Trigonella cylindracea","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,2244
"Trigonella emodi",0,1,0,0,3.3e+12,29.21634367,"Trifolieae","Trigonella","Papilionoideae","Trifolieae",1,29.21634367,1,0,1,"Trigonella emodi","Trigonella emodi","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,2358
"Trigonella geminiflora",0,1,0,0,6.34e+12,41.04037229,"Trifolieae","Trigonella","Papilionoideae","Trifolieae",1,41.04037229,0,1,1,"Trigonella geminiflora","Trigonella geminiflora","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1867
"Trigonella glabra",1,1,2,2.35e+12,3.82e+12,21.01839464,"Trifolieae","Trigonella","Papilionoideae","Trifolieae",1,21.01839464,0,1,0,"Trigonella glabra","Trigonella glabra","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4313
